"type","id","n","n_predictors","n_controls","filename"
"biased","0006887",7591,3,3,"data/png/biased_0006887.png"
"biased","0006888",7039,3,3,"data/png/biased_0006888.png"
"biased","0006889",9837,4,3,"data/png/biased_0006889.png"
"biased","0006890",7059,3,4,"data/png/biased_0006890.png"
"biased","0006891",9463,2,4,"data/png/biased_0006891.png"
"biased","0006892",2568,3,4,"data/png/biased_0006892.png"
"biased","0006893",3807,2,4,"data/png/biased_0006893.png"
"biased","0006894",5620,3,4,"data/png/biased_0006894.png"
"biased","0006895",2473,2,4,"data/png/biased_0006895.png"
"biased","0006896",4526,3,3,"data/png/biased_0006896.png"
"biased","0006897",8927,3,2,"data/png/biased_0006897.png"
"biased","0006898",1604,4,3,"data/png/biased_0006898.png"
"biased","0006899",8835,3,2,"data/png/biased_0006899.png"
"biased","0006900",5620,2,4,"data/png/biased_0006900.png"
"biased","0006901",1513,4,4,"data/png/biased_0006901.png"
"biased","0006902",1432,4,3,"data/png/biased_0006902.png"
"biased","0006903",4054,4,2,"data/png/biased_0006903.png"
"biased","0006904",6449,3,4,"data/png/biased_0006904.png"
"biased","0006905",3586,2,3,"data/png/biased_0006905.png"
"biased","0006906",4494,3,4,"data/png/biased_0006906.png"
"biased","0006907",7027,2,3,"data/png/biased_0006907.png"
"biased","0006908",6796,3,4,"data/png/biased_0006908.png"
"biased","0006909",6215,3,3,"data/png/biased_0006909.png"
"biased","0006910",1431,2,4,"data/png/biased_0006910.png"
"biased","0006911",2380,3,2,"data/png/biased_0006911.png"
"biased","0006912",5240,2,2,"data/png/biased_0006912.png"
"biased","0006913",7810,4,2,"data/png/biased_0006913.png"
"biased","0006914",7301,2,3,"data/png/biased_0006914.png"
"biased","0006915",7056,3,3,"data/png/biased_0006915.png"
"biased","0006916",6509,4,3,"data/png/biased_0006916.png"
"biased","0006917",7329,3,3,"data/png/biased_0006917.png"
"biased","0006918",2695,4,4,"data/png/biased_0006918.png"
"biased","0006919",5022,2,2,"data/png/biased_0006919.png"
"biased","0006920",3759,4,3,"data/png/biased_0006920.png"
"biased","0006921",7218,2,2,"data/png/biased_0006921.png"
"biased","0006922",2903,4,4,"data/png/biased_0006922.png"
"biased","0006923",3029,2,4,"data/png/biased_0006923.png"
"biased","0006924",7935,3,2,"data/png/biased_0006924.png"
"biased","0006925",3724,4,4,"data/png/biased_0006925.png"
"biased","0006926",3411,4,4,"data/png/biased_0006926.png"
"biased","0006927",4578,3,3,"data/png/biased_0006927.png"
"biased","0006928",6049,3,2,"data/png/biased_0006928.png"
"biased","0006929",8109,2,3,"data/png/biased_0006929.png"
"biased","0006930",8874,2,2,"data/png/biased_0006930.png"
"biased","0006931",8302,2,4,"data/png/biased_0006931.png"
"biased","0006932",2142,3,4,"data/png/biased_0006932.png"
"biased","0006933",5165,4,2,"data/png/biased_0006933.png"
"biased","0006934",8603,2,2,"data/png/biased_0006934.png"
"biased","0006935",2813,2,2,"data/png/biased_0006935.png"
"biased","0006936",4634,3,3,"data/png/biased_0006936.png"
"biased","0006937",1945,4,3,"data/png/biased_0006937.png"
"biased","0006938",7171,2,4,"data/png/biased_0006938.png"
"biased","0006939",777,3,2,"data/png/biased_0006939.png"
"biased","0006940",391,2,3,"data/png/biased_0006940.png"
"biased","0006941",4699,4,2,"data/png/biased_0006941.png"
"biased","0006942",9040,2,3,"data/png/biased_0006942.png"
"biased","0006943",6426,3,4,"data/png/biased_0006943.png"
"biased","0006944",8655,2,3,"data/png/biased_0006944.png"
"biased","0006945",4931,2,2,"data/png/biased_0006945.png"
"biased","0006946",2650,3,4,"data/png/biased_0006946.png"
"biased","0006947",5255,2,2,"data/png/biased_0006947.png"
"biased","0006948",7150,4,3,"data/png/biased_0006948.png"
"biased","0006949",9578,4,3,"data/png/biased_0006949.png"
"biased","0006950",2961,4,3,"data/png/biased_0006950.png"
"biased","0006951",4027,2,3,"data/png/biased_0006951.png"
"biased","0006952",1742,3,2,"data/png/biased_0006952.png"
"biased","0006953",3705,3,2,"data/png/biased_0006953.png"
"biased","0006954",3402,4,4,"data/png/biased_0006954.png"
"biased","0006955",4716,3,4,"data/png/biased_0006955.png"
"biased","0006956",1957,4,2,"data/png/biased_0006956.png"
"biased","0006957",1165,3,4,"data/png/biased_0006957.png"
"biased","0006958",4966,2,3,"data/png/biased_0006958.png"
"biased","0006959",3082,4,3,"data/png/biased_0006959.png"
"biased","0006960",8334,4,2,"data/png/biased_0006960.png"
"biased","0006961",6908,3,4,"data/png/biased_0006961.png"
"biased","0006962",7525,2,3,"data/png/biased_0006962.png"
"biased","0006963",3968,2,3,"data/png/biased_0006963.png"
"biased","0006964",1372,2,4,"data/png/biased_0006964.png"
"biased","0006965",5538,2,3,"data/png/biased_0006965.png"
"biased","0006966",6810,3,3,"data/png/biased_0006966.png"
"biased","0006967",8606,4,4,"data/png/biased_0006967.png"
"biased","0006968",7959,2,3,"data/png/biased_0006968.png"
"biased","0006969",2552,3,4,"data/png/biased_0006969.png"
"biased","0006970",3632,3,3,"data/png/biased_0006970.png"
"biased","0006971",4091,4,2,"data/png/biased_0006971.png"
"biased","0006972",6117,2,4,"data/png/biased_0006972.png"
"biased","0006973",7790,3,2,"data/png/biased_0006973.png"
"biased","0006974",9909,2,2,"data/png/biased_0006974.png"
"biased","0006975",3779,2,3,"data/png/biased_0006975.png"
"biased","0006976",5224,2,4,"data/png/biased_0006976.png"
"biased","0006977",6832,2,2,"data/png/biased_0006977.png"
"biased","0006978",252,4,3,"data/png/biased_0006978.png"
"biased","0006979",1552,2,3,"data/png/biased_0006979.png"
"biased","0006980",7455,3,2,"data/png/biased_0006980.png"
"biased","0006981",5388,2,4,"data/png/biased_0006981.png"
"biased","0006982",7326,4,3,"data/png/biased_0006982.png"
"biased","0006983",2105,2,3,"data/png/biased_0006983.png"
"biased","0006984",2945,3,3,"data/png/biased_0006984.png"
"biased","0006985",7993,4,3,"data/png/biased_0006985.png"
"biased","0006986",1655,3,4,"data/png/biased_0006986.png"
"biased","0006987",7349,4,4,"data/png/biased_0006987.png"
"biased","0006988",2941,3,3,"data/png/biased_0006988.png"
"biased","0006989",1652,3,2,"data/png/biased_0006989.png"
"biased","0006990",2819,2,4,"data/png/biased_0006990.png"
"biased","0006991",712,4,3,"data/png/biased_0006991.png"
"biased","0006992",2613,4,4,"data/png/biased_0006992.png"
"biased","0006993",5091,4,4,"data/png/biased_0006993.png"
"biased","0006994",8655,4,2,"data/png/biased_0006994.png"
"biased","0006995",4076,3,2,"data/png/biased_0006995.png"
"biased","0006996",6836,4,2,"data/png/biased_0006996.png"
"biased","0006997",7458,2,2,"data/png/biased_0006997.png"
"biased","0006998",4727,3,2,"data/png/biased_0006998.png"
"biased","0006999",5601,4,2,"data/png/biased_0006999.png"
"biased","0007000",3819,3,4,"data/png/biased_0007000.png"
"biased","0007001",564,4,3,"data/png/biased_0007001.png"
"biased","0007002",8113,3,4,"data/png/biased_0007002.png"
"biased","0007003",7113,3,2,"data/png/biased_0007003.png"
"biased","0007004",3941,2,4,"data/png/biased_0007004.png"
"biased","0007005",7492,3,2,"data/png/biased_0007005.png"
"biased","0007006",6633,3,4,"data/png/biased_0007006.png"
"biased","0007007",1111,4,3,"data/png/biased_0007007.png"
"biased","0007008",9874,4,4,"data/png/biased_0007008.png"
"biased","0007009",5563,3,2,"data/png/biased_0007009.png"
"biased","0007010",8447,2,2,"data/png/biased_0007010.png"
"biased","0007011",7229,4,4,"data/png/biased_0007011.png"
"biased","0007012",3256,4,4,"data/png/biased_0007012.png"
"biased","0007013",116,2,4,"data/png/biased_0007013.png"
"biased","0007014",8031,4,2,"data/png/biased_0007014.png"
"biased","0007015",329,4,4,"data/png/biased_0007015.png"
"biased","0007016",1779,3,3,"data/png/biased_0007016.png"
"biased","0007017",5612,2,4,"data/png/biased_0007017.png"
"biased","0007018",8181,3,4,"data/png/biased_0007018.png"
"biased","0007019",468,2,2,"data/png/biased_0007019.png"
"biased","0007020",168,4,3,"data/png/biased_0007020.png"
"biased","0007021",5299,4,2,"data/png/biased_0007021.png"
"biased","0007022",5122,3,4,"data/png/biased_0007022.png"
"biased","0007023",2460,3,3,"data/png/biased_0007023.png"
"biased","0007024",6733,4,3,"data/png/biased_0007024.png"
"biased","0007025",4114,3,3,"data/png/biased_0007025.png"
"biased","0007026",283,2,2,"data/png/biased_0007026.png"
"biased","0007027",7634,2,4,"data/png/biased_0007027.png"
"biased","0007028",701,3,2,"data/png/biased_0007028.png"
"biased","0007029",6247,4,4,"data/png/biased_0007029.png"
"biased","0007030",2433,3,2,"data/png/biased_0007030.png"
"biased","0007031",1847,3,4,"data/png/biased_0007031.png"
"biased","0007032",6238,3,3,"data/png/biased_0007032.png"
"biased","0007033",1206,2,2,"data/png/biased_0007033.png"
"biased","0007034",2582,3,2,"data/png/biased_0007034.png"
"biased","0007035",4784,2,3,"data/png/biased_0007035.png"
"biased","0007036",4053,3,3,"data/png/biased_0007036.png"
"biased","0007037",6782,4,4,"data/png/biased_0007037.png"
"biased","0007038",5208,4,4,"data/png/biased_0007038.png"
"biased","0007039",4571,3,3,"data/png/biased_0007039.png"
"biased","0007040",3366,4,2,"data/png/biased_0007040.png"
"biased","0007041",1883,2,4,"data/png/biased_0007041.png"
"biased","0007042",6611,2,2,"data/png/biased_0007042.png"
"biased","0007043",4165,2,2,"data/png/biased_0007043.png"
"biased","0007044",164,2,4,"data/png/biased_0007044.png"
"biased","0007045",6353,4,4,"data/png/biased_0007045.png"
"biased","0007046",8263,4,3,"data/png/biased_0007046.png"
"biased","0007047",4361,3,4,"data/png/biased_0007047.png"
"biased","0007048",7841,4,3,"data/png/biased_0007048.png"
"biased","0007049",2414,3,3,"data/png/biased_0007049.png"
"biased","0007050",6518,2,2,"data/png/biased_0007050.png"
"biased","0007051",1663,4,3,"data/png/biased_0007051.png"
"biased","0007052",9068,3,3,"data/png/biased_0007052.png"
"biased","0007053",1704,2,4,"data/png/biased_0007053.png"
"biased","0007054",4768,2,2,"data/png/biased_0007054.png"
"biased","0007055",5333,4,3,"data/png/biased_0007055.png"
"biased","0007056",6666,4,4,"data/png/biased_0007056.png"
"biased","0007057",916,4,4,"data/png/biased_0007057.png"
"biased","0007058",1154,3,3,"data/png/biased_0007058.png"
"biased","0007059",8768,4,2,"data/png/biased_0007059.png"
"biased","0007060",9525,3,2,"data/png/biased_0007060.png"
"biased","0007061",6165,2,3,"data/png/biased_0007061.png"
"biased","0007062",8990,4,2,"data/png/biased_0007062.png"
"biased","0007063",5674,2,2,"data/png/biased_0007063.png"
"biased","0007064",4694,2,3,"data/png/biased_0007064.png"
"biased","0007065",8101,4,4,"data/png/biased_0007065.png"
"biased","0007066",5297,2,4,"data/png/biased_0007066.png"
"biased","0007067",6518,3,2,"data/png/biased_0007067.png"
"biased","0007068",2400,4,3,"data/png/biased_0007068.png"
"biased","0007069",4889,4,3,"data/png/biased_0007069.png"
"biased","0007070",9482,3,3,"data/png/biased_0007070.png"
"biased","0007071",7267,3,4,"data/png/biased_0007071.png"
"biased","0007072",3824,4,2,"data/png/biased_0007072.png"
"biased","0007073",1346,4,3,"data/png/biased_0007073.png"
"biased","0007074",6053,3,3,"data/png/biased_0007074.png"
"biased","0007075",3857,2,2,"data/png/biased_0007075.png"
"biased","0007076",8871,3,2,"data/png/biased_0007076.png"
"biased","0007077",517,2,3,"data/png/biased_0007077.png"
"biased","0007078",1028,3,2,"data/png/biased_0007078.png"
"biased","0007079",2906,3,4,"data/png/biased_0007079.png"
"biased","0007080",566,3,3,"data/png/biased_0007080.png"
"biased","0007081",2910,2,3,"data/png/biased_0007081.png"
"biased","0007082",2258,3,4,"data/png/biased_0007082.png"
"biased","0007083",1435,3,4,"data/png/biased_0007083.png"
"biased","0007084",8122,4,2,"data/png/biased_0007084.png"
"biased","0007085",3887,2,2,"data/png/biased_0007085.png"
"biased","0007086",3263,3,4,"data/png/biased_0007086.png"
"biased","0007087",4617,2,2,"data/png/biased_0007087.png"
"biased","0007088",4778,3,3,"data/png/biased_0007088.png"
"biased","0007089",3999,4,2,"data/png/biased_0007089.png"
"biased","0007090",5340,4,3,"data/png/biased_0007090.png"
"biased","0007091",9764,4,2,"data/png/biased_0007091.png"
"biased","0007092",299,4,3,"data/png/biased_0007092.png"
"biased","0007093",2358,3,2,"data/png/biased_0007093.png"
"biased","0007094",9130,2,4,"data/png/biased_0007094.png"
"biased","0007095",3592,4,4,"data/png/biased_0007095.png"
"biased","0007096",6104,3,3,"data/png/biased_0007096.png"
"biased","0007097",6209,3,4,"data/png/biased_0007097.png"
"biased","0007098",5152,4,2,"data/png/biased_0007098.png"
"biased","0007099",9272,3,3,"data/png/biased_0007099.png"
"biased","0007100",7883,3,3,"data/png/biased_0007100.png"
"biased","0007101",2521,4,4,"data/png/biased_0007101.png"
"biased","0007102",4532,4,3,"data/png/biased_0007102.png"
"biased","0007103",1582,2,2,"data/png/biased_0007103.png"
"biased","0007104",6708,2,3,"data/png/biased_0007104.png"
"biased","0007105",1236,2,2,"data/png/biased_0007105.png"
"biased","0007106",4277,4,4,"data/png/biased_0007106.png"
"biased","0007107",9184,2,4,"data/png/biased_0007107.png"
"biased","0007108",4542,2,2,"data/png/biased_0007108.png"
"biased","0007109",6396,2,3,"data/png/biased_0007109.png"
"biased","0007110",7197,4,2,"data/png/biased_0007110.png"
"biased","0007111",645,3,3,"data/png/biased_0007111.png"
"biased","0007112",4283,2,2,"data/png/biased_0007112.png"
"biased","0007113",1201,4,3,"data/png/biased_0007113.png"
"biased","0007114",6537,2,3,"data/png/biased_0007114.png"
"biased","0007115",6692,4,2,"data/png/biased_0007115.png"
"biased","0007116",7296,2,3,"data/png/biased_0007116.png"
"biased","0007117",2348,3,3,"data/png/biased_0007117.png"
"biased","0007118",382,3,3,"data/png/biased_0007118.png"
"biased","0007119",1324,4,2,"data/png/biased_0007119.png"
"biased","0007120",5641,2,2,"data/png/biased_0007120.png"
"biased","0007121",4530,2,2,"data/png/biased_0007121.png"
"biased","0007122",3274,2,4,"data/png/biased_0007122.png"
"biased","0007123",9342,4,4,"data/png/biased_0007123.png"
"biased","0007124",1371,4,3,"data/png/biased_0007124.png"
"biased","0007125",1731,3,2,"data/png/biased_0007125.png"
"biased","0007126",1376,4,3,"data/png/biased_0007126.png"
"biased","0007127",7892,4,3,"data/png/biased_0007127.png"
"biased","0007128",7283,3,3,"data/png/biased_0007128.png"
"biased","0007129",485,3,4,"data/png/biased_0007129.png"
"biased","0007130",6218,3,2,"data/png/biased_0007130.png"
"biased","0007131",1273,4,2,"data/png/biased_0007131.png"
"biased","0007132",189,3,2,"data/png/biased_0007132.png"
"biased","0007133",1622,4,3,"data/png/biased_0007133.png"
"biased","0007134",9566,2,3,"data/png/biased_0007134.png"
"biased","0007135",3762,2,3,"data/png/biased_0007135.png"
"biased","0007136",7386,2,2,"data/png/biased_0007136.png"
"biased","0007137",1962,2,4,"data/png/biased_0007137.png"
"biased","0007138",4239,2,2,"data/png/biased_0007138.png"
"biased","0007139",7069,2,2,"data/png/biased_0007139.png"
"biased","0007140",9712,3,3,"data/png/biased_0007140.png"
"biased","0007141",639,3,3,"data/png/biased_0007141.png"
"biased","0007142",7218,4,2,"data/png/biased_0007142.png"
"biased","0007143",5915,3,4,"data/png/biased_0007143.png"
"biased","0007144",1222,3,3,"data/png/biased_0007144.png"
"biased","0007145",4246,4,2,"data/png/biased_0007145.png"
"biased","0007146",4273,3,3,"data/png/biased_0007146.png"
"biased","0007147",7272,2,3,"data/png/biased_0007147.png"
"biased","0007148",3152,4,4,"data/png/biased_0007148.png"
"biased","0007149",5804,3,2,"data/png/biased_0007149.png"
"biased","0007150",3435,3,2,"data/png/biased_0007150.png"
"biased","0007151",5330,3,3,"data/png/biased_0007151.png"
"biased","0007152",7317,3,4,"data/png/biased_0007152.png"
"biased","0007153",8969,2,3,"data/png/biased_0007153.png"
"biased","0007154",2745,4,3,"data/png/biased_0007154.png"
"biased","0007155",2485,2,2,"data/png/biased_0007155.png"
"biased","0007156",8204,2,3,"data/png/biased_0007156.png"
"biased","0007157",3088,2,3,"data/png/biased_0007157.png"
"biased","0007158",2303,4,4,"data/png/biased_0007158.png"
"biased","0007159",1933,2,3,"data/png/biased_0007159.png"
"biased","0007160",1774,3,3,"data/png/biased_0007160.png"
"biased","0007161",6408,4,2,"data/png/biased_0007161.png"
"biased","0007162",7912,2,4,"data/png/biased_0007162.png"
"biased","0007163",6069,3,2,"data/png/biased_0007163.png"
"biased","0007164",3985,4,4,"data/png/biased_0007164.png"
"biased","0007165",6029,2,2,"data/png/biased_0007165.png"
"biased","0007166",533,4,2,"data/png/biased_0007166.png"
"biased","0007167",5371,3,2,"data/png/biased_0007167.png"
"biased","0007168",9047,4,2,"data/png/biased_0007168.png"
"biased","0007169",9167,2,2,"data/png/biased_0007169.png"
"biased","0007170",1642,2,2,"data/png/biased_0007170.png"
"biased","0007171",3989,2,2,"data/png/biased_0007171.png"
"biased","0007172",5796,4,4,"data/png/biased_0007172.png"
"biased","0007173",4440,2,3,"data/png/biased_0007173.png"
"biased","0007174",1098,4,2,"data/png/biased_0007174.png"
"biased","0007175",4361,4,4,"data/png/biased_0007175.png"
"biased","0007176",2542,2,3,"data/png/biased_0007176.png"
"biased","0007177",9677,2,3,"data/png/biased_0007177.png"
"biased","0007178",745,2,3,"data/png/biased_0007178.png"
"biased","0007179",9804,2,2,"data/png/biased_0007179.png"
"biased","0007180",6290,4,3,"data/png/biased_0007180.png"
"biased","0007181",1374,4,4,"data/png/biased_0007181.png"
"biased","0007182",7151,4,2,"data/png/biased_0007182.png"
"biased","0007183",1335,4,3,"data/png/biased_0007183.png"
"biased","0007184",9068,2,2,"data/png/biased_0007184.png"
"biased","0007185",526,4,2,"data/png/biased_0007185.png"
"biased","0007186",8367,3,3,"data/png/biased_0007186.png"
"biased","0007187",1097,4,4,"data/png/biased_0007187.png"
"biased","0007188",7086,3,4,"data/png/biased_0007188.png"
"biased","0007189",2788,3,4,"data/png/biased_0007189.png"
"biased","0007190",9766,4,4,"data/png/biased_0007190.png"
"biased","0007191",3112,2,2,"data/png/biased_0007191.png"
"biased","0007192",8115,4,2,"data/png/biased_0007192.png"
"biased","0007193",7159,2,4,"data/png/biased_0007193.png"
"biased","0007194",4088,2,3,"data/png/biased_0007194.png"
"biased","0007195",7494,3,2,"data/png/biased_0007195.png"
"biased","0007196",6445,4,3,"data/png/biased_0007196.png"
"biased","0007197",7026,3,3,"data/png/biased_0007197.png"
"biased","0007198",3804,2,3,"data/png/biased_0007198.png"
"biased","0007199",1195,3,3,"data/png/biased_0007199.png"
"biased","0007200",3733,2,3,"data/png/biased_0007200.png"
"biased","0007201",7948,3,4,"data/png/biased_0007201.png"
"biased","0007202",2528,3,4,"data/png/biased_0007202.png"
"biased","0007203",4392,4,2,"data/png/biased_0007203.png"
"biased","0007204",1114,4,4,"data/png/biased_0007204.png"
"biased","0007205",9277,4,3,"data/png/biased_0007205.png"
"biased","0007206",6947,3,4,"data/png/biased_0007206.png"
"biased","0007207",7502,2,3,"data/png/biased_0007207.png"
"biased","0007208",1413,2,3,"data/png/biased_0007208.png"
"biased","0007209",2427,3,4,"data/png/biased_0007209.png"
"biased","0007210",8944,2,3,"data/png/biased_0007210.png"
"biased","0007211",6709,2,4,"data/png/biased_0007211.png"
"biased","0007212",6003,4,4,"data/png/biased_0007212.png"
"biased","0007213",9498,3,2,"data/png/biased_0007213.png"
"biased","0007214",3512,2,3,"data/png/biased_0007214.png"
"biased","0007215",6370,4,2,"data/png/biased_0007215.png"
"biased","0007216",599,3,2,"data/png/biased_0007216.png"
"biased","0007217",5448,4,2,"data/png/biased_0007217.png"
"biased","0007218",2913,4,2,"data/png/biased_0007218.png"
"biased","0007219",3336,4,2,"data/png/biased_0007219.png"
"biased","0007220",5382,3,3,"data/png/biased_0007220.png"
"biased","0007221",1256,4,4,"data/png/biased_0007221.png"
"biased","0007222",4446,2,2,"data/png/biased_0007222.png"
"biased","0007223",9287,2,4,"data/png/biased_0007223.png"
"biased","0007224",6344,3,3,"data/png/biased_0007224.png"
"biased","0007225",8846,4,4,"data/png/biased_0007225.png"
"biased","0007226",5857,4,3,"data/png/biased_0007226.png"
"biased","0007227",6559,4,2,"data/png/biased_0007227.png"
"biased","0007228",5857,2,2,"data/png/biased_0007228.png"
"biased","0007229",2078,4,3,"data/png/biased_0007229.png"
"biased","0007230",9420,4,4,"data/png/biased_0007230.png"
"biased","0007231",7238,2,3,"data/png/biased_0007231.png"
"biased","0007232",4282,2,2,"data/png/biased_0007232.png"
"biased","0007233",3045,2,4,"data/png/biased_0007233.png"
"biased","0007234",6486,2,4,"data/png/biased_0007234.png"
"biased","0007235",2156,3,4,"data/png/biased_0007235.png"
"biased","0007236",7707,3,4,"data/png/biased_0007236.png"
"biased","0007237",4782,2,2,"data/png/biased_0007237.png"
"biased","0007238",1737,3,2,"data/png/biased_0007238.png"
"biased","0007239",1836,2,4,"data/png/biased_0007239.png"
"biased","0007240",745,4,2,"data/png/biased_0007240.png"
"biased","0007241",3638,4,3,"data/png/biased_0007241.png"
"biased","0007242",480,2,2,"data/png/biased_0007242.png"
"biased","0007243",5832,3,3,"data/png/biased_0007243.png"
"biased","0007244",8956,4,4,"data/png/biased_0007244.png"
"biased","0007245",2616,4,4,"data/png/biased_0007245.png"
"biased","0007246",4827,4,4,"data/png/biased_0007246.png"
"biased","0007247",5982,4,4,"data/png/biased_0007247.png"
"biased","0007248",6448,2,3,"data/png/biased_0007248.png"
"biased","0007249",663,3,2,"data/png/biased_0007249.png"
"biased","0007250",6823,2,2,"data/png/biased_0007250.png"
"biased","0007251",3679,3,3,"data/png/biased_0007251.png"
"biased","0007252",8637,4,4,"data/png/biased_0007252.png"
"biased","0007253",4313,2,3,"data/png/biased_0007253.png"
"biased","0007254",3793,2,4,"data/png/biased_0007254.png"
"biased","0007255",9111,2,2,"data/png/biased_0007255.png"
"biased","0007256",397,2,4,"data/png/biased_0007256.png"
"biased","0007257",2760,2,3,"data/png/biased_0007257.png"
"biased","0007258",267,3,2,"data/png/biased_0007258.png"
"biased","0007259",5630,2,2,"data/png/biased_0007259.png"
"biased","0007260",7243,2,2,"data/png/biased_0007260.png"
"biased","0007261",3560,3,2,"data/png/biased_0007261.png"
"biased","0007262",9794,2,2,"data/png/biased_0007262.png"
"biased","0007263",4873,3,4,"data/png/biased_0007263.png"
"biased","0007264",7528,2,3,"data/png/biased_0007264.png"
"biased","0007265",8731,2,3,"data/png/biased_0007265.png"
"biased","0007266",3311,3,3,"data/png/biased_0007266.png"
"biased","0007267",3236,4,4,"data/png/biased_0007267.png"
"biased","0007268",572,3,3,"data/png/biased_0007268.png"
"biased","0007269",9120,3,2,"data/png/biased_0007269.png"
"biased","0007270",6409,4,3,"data/png/biased_0007270.png"
"biased","0007271",5841,2,4,"data/png/biased_0007271.png"
"biased","0007272",3631,3,2,"data/png/biased_0007272.png"
"biased","0007273",9165,4,2,"data/png/biased_0007273.png"
"biased","0007274",3997,3,2,"data/png/biased_0007274.png"
"biased","0007275",1474,3,4,"data/png/biased_0007275.png"
"biased","0007276",7111,2,2,"data/png/biased_0007276.png"
"biased","0007277",5511,2,3,"data/png/biased_0007277.png"
"biased","0007278",3437,3,2,"data/png/biased_0007278.png"
"biased","0007279",6088,3,3,"data/png/biased_0007279.png"
"biased","0007280",5068,4,4,"data/png/biased_0007280.png"
"biased","0007281",9667,3,2,"data/png/biased_0007281.png"
"biased","0007282",229,4,2,"data/png/biased_0007282.png"
"biased","0007283",8527,2,3,"data/png/biased_0007283.png"
"biased","0007284",1968,4,2,"data/png/biased_0007284.png"
"biased","0007285",8647,3,4,"data/png/biased_0007285.png"
"biased","0007286",537,3,3,"data/png/biased_0007286.png"
"biased","0007287",2582,4,4,"data/png/biased_0007287.png"
"biased","0007288",8471,4,3,"data/png/biased_0007288.png"
"biased","0007289",3895,2,2,"data/png/biased_0007289.png"
"biased","0007290",1286,2,4,"data/png/biased_0007290.png"
"biased","0007291",6729,3,4,"data/png/biased_0007291.png"
"biased","0007292",9467,4,4,"data/png/biased_0007292.png"
"biased","0007293",3664,4,3,"data/png/biased_0007293.png"
"biased","0007294",9515,4,2,"data/png/biased_0007294.png"
"biased","0007295",3772,3,4,"data/png/biased_0007295.png"
"biased","0007296",597,4,2,"data/png/biased_0007296.png"
"biased","0007297",1752,4,2,"data/png/biased_0007297.png"
"biased","0007298",6380,3,3,"data/png/biased_0007298.png"
"biased","0007299",8810,2,3,"data/png/biased_0007299.png"
"biased","0007300",1494,2,4,"data/png/biased_0007300.png"
"biased","0007301",1808,3,3,"data/png/biased_0007301.png"
"biased","0007302",6649,4,3,"data/png/biased_0007302.png"
"biased","0007303",317,3,4,"data/png/biased_0007303.png"
"biased","0007304",4834,3,4,"data/png/biased_0007304.png"
"biased","0007305",6226,3,3,"data/png/biased_0007305.png"
"biased","0007306",9350,3,4,"data/png/biased_0007306.png"
"biased","0007307",9954,2,3,"data/png/biased_0007307.png"
"biased","0007308",5388,4,2,"data/png/biased_0007308.png"
"biased","0007309",8833,2,4,"data/png/biased_0007309.png"
"biased","0007310",6599,2,2,"data/png/biased_0007310.png"
"biased","0007311",335,3,2,"data/png/biased_0007311.png"
"biased","0007312",2545,3,2,"data/png/biased_0007312.png"
"biased","0007313",340,3,3,"data/png/biased_0007313.png"
"biased","0007314",5564,3,3,"data/png/biased_0007314.png"
"biased","0007315",5930,2,2,"data/png/biased_0007315.png"
"biased","0007316",1998,3,2,"data/png/biased_0007316.png"
"biased","0007317",7027,4,4,"data/png/biased_0007317.png"
"biased","0007318",3856,2,3,"data/png/biased_0007318.png"
"biased","0007319",8998,3,2,"data/png/biased_0007319.png"
"biased","0007320",1621,2,4,"data/png/biased_0007320.png"
"biased","0007321",6205,2,4,"data/png/biased_0007321.png"
"biased","0007322",5840,3,4,"data/png/biased_0007322.png"
"biased","0007323",2193,2,3,"data/png/biased_0007323.png"
"biased","0007324",9193,2,3,"data/png/biased_0007324.png"
"biased","0007325",1450,4,3,"data/png/biased_0007325.png"
"biased","0007326",927,3,2,"data/png/biased_0007326.png"
"biased","0007327",2079,2,3,"data/png/biased_0007327.png"
"biased","0007328",3791,4,2,"data/png/biased_0007328.png"
"biased","0007329",6206,2,4,"data/png/biased_0007329.png"
"biased","0007330",7866,3,3,"data/png/biased_0007330.png"
"biased","0007331",8470,2,3,"data/png/biased_0007331.png"
"biased","0007332",5595,4,3,"data/png/biased_0007332.png"
"biased","0007333",7819,2,4,"data/png/biased_0007333.png"
"biased","0007334",8526,2,4,"data/png/biased_0007334.png"
"biased","0007335",6601,4,4,"data/png/biased_0007335.png"
"biased","0007336",8095,2,4,"data/png/biased_0007336.png"
"biased","0007337",9450,3,3,"data/png/biased_0007337.png"
"biased","0007338",8363,4,3,"data/png/biased_0007338.png"
"biased","0007339",1695,3,4,"data/png/biased_0007339.png"
"biased","0007340",8546,2,3,"data/png/biased_0007340.png"
"biased","0007341",4768,4,3,"data/png/biased_0007341.png"
"biased","0007342",9428,3,4,"data/png/biased_0007342.png"
"biased","0007343",2085,4,3,"data/png/biased_0007343.png"
"biased","0007344",7175,4,3,"data/png/biased_0007344.png"
"biased","0007345",4489,2,2,"data/png/biased_0007345.png"
"biased","0007346",3794,3,4,"data/png/biased_0007346.png"
"biased","0007347",5235,2,2,"data/png/biased_0007347.png"
"biased","0007348",5232,4,3,"data/png/biased_0007348.png"
"biased","0007349",6002,4,3,"data/png/biased_0007349.png"
"biased","0007350",2933,2,2,"data/png/biased_0007350.png"
"biased","0007351",7975,3,3,"data/png/biased_0007351.png"
"biased","0007352",8385,4,2,"data/png/biased_0007352.png"
"biased","0007353",3416,2,4,"data/png/biased_0007353.png"
